1759749133.222,131213.222,619511.8989,5806175.1949,40.4783,-3.5,0.3,-0.95,0.09,1.0,-0.0,1
1759749133.426,131213.426,619512.0417,5806175.204,40.4632,-3.51,0.16,-0.97,0.05,1.0,-0.02,1
1759749133.641,131213.641,619511.8259,5806175.1553,40.4724,-3.54,0.36,-0.96,0.1,0.99,0.0,1
1759749133.845,131213.845,619511.9955,5806175.2266,40.4586,-3.48,0.2,-0.97,0.06,1.0,-0.01,1
1759749134.049,131214.049,619511.8838,5806175.1484,40.4585,-3.55,0.31,-0.97,0.09,1.0,-0.01,1
1759749134.252,131214.252,619511.9706,5806175.2653,40.4901,-3.44,0.21,-0.94,0.06,1.0,-0.01,1
1759749134.457,131214.457,619511.9115,5806175.2562,40.4963,-3.44,0.26,-0.93,0.08,1.0,-0.01,1
1759749134.658,131214.658,619512.0435,5806175.2015,40.4489,-3.51,0.14,-0.98,0.04,1.0,-0.02,1
1759749134.86,131214.860,619511.9595,5806175.2187,40.4772,-3.49,0.22,-0.95,0.06,1.0,-0.01,1
1759749135.077,131215.077,619511.9319,5806175.1575,40.4631,-3.54,0.26,-0.97,0.08,1.0,-0.01,1
1759749135.278,131215.278,619511.8938,5806175.1914,40.4605,-3.51,0.3,-0.97,0.09,1.0,-0.0,1
1759749135.481,131215.481,619512.0162,5806175.2065,40.4635,-3.5,0.18,-0.97,0.05,1.0,-0.01,1
1759749135.681,131215.681,619511.9032,5806175.2246,40.4809,-3.47,0.3,-0.95,0.09,1.0,-0.01,1
1759749135.883,131215.883,619512.086,5806175.1561,40.4737,-3.55,0.1,-0.96,0.03,1.0,-0.02,1
1759749136.102,131216.102,619511.8239,5806175.137,40.5373,-3.49,0.17,-0.91,0.05,1.0,-0.02,1
1759749136.304,131216.304,619511.7421,5806175.0798,40.5542,-3.56,0.17,-0.89,0.05,1.0,-0.03,1
1759749136.507,131216.507,619511.4095,5806175.1826,40.5387,-3.44,0.43,-0.91,0.13,0.99,-0.01,1
1759749136.709,131216.709,619511.3784,5806175.194,40.5011,-3.44,0.26,-0.94,0.08,1.0,-0.01,1
1759749136.912,131216.912,619511.673,5806175.2087,40.5143,-3.44,-0.05,-0.95,-0.01,1.0,-0.04,1
1759749137.115,131217.115,619511.2454,5806175.2048,40.482,-3.41,0.32,-0.97,0.1,1.0,-0.01,1
1759749137.332,131217.332,619511.299,5806175.2341,40.4574,-3.39,0.24,-0.99,0.08,1.0,-0.02,1
1759749137.534,131217.534,619511.2222,5806175.1764,40.4661,-3.39,0.19,-1.01,0.06,1.0,-0.02,1
1759749137.738,131217.738,619511.0388,5806175.1489,40.5136,-3.37,0.26,-0.96,0.08,1.0,-0.01,1
1759749137.939,131217.939,619510.9444,5806175.179,40.5632,-3.37,0.32,-0.89,0.1,0.99,-0.01,1
1759749138.141,131218.141,619510.7956,5806175.1618,40.5106,-3.38,0.4,-0.95,0.12,0.99,-0.01,1
1759749138.343,131218.343,619510.8941,5806175.1559,40.4882,-3.38,0.08,-0.98,0.03,1.0,-0.02,1
1759749138.548,131218.548,619510.5485,5806175.1752,40.4972,-3.31,0.21,-0.95,0.06,1.0,-0.0,1
1759749138.768,131218.768,619510.7233,5806175.2123,40.51,-3.31,-0.06,-0.93,-0.01,1.0,-0.03,1
1759749138.768,131218.768,619510.5357,5806175.2219,40.492,-3.28,0.15,-0.95,0.05,1.0,-0.02,1
1759749138.97,131218.970,619510.4405,5806175.1589,40.4556,-3.35,0.12,-0.99,0.04,1.0,-0.01,1
1759749139.172,131219.172,619510.1366,5806175.1792,40.4619,-3.31,0.18,-0.98,0.04,1.0,0.04,1
