1759748967.571,130927.571,619465.5536,5806176.4236,40.5361,2.22,0.03,-0.88,0.0,-1.0,-0.03,1
1759748967.773,130927.773,619465.5603,5806176.4413,40.5404,2.2,0.03,-0.88,0.0,-1.0,-0.03,1
1759748967.974,130927.974,619465.5275,5806176.4345,40.5367,2.21,-0.0,-0.88,-0.01,-0.99,-0.03,1
1759748968.18,130928.180,619465.5472,5806176.4329,40.5334,2.21,0.02,-0.89,-0.0,-1.0,-0.03,1
1759748968.383,130928.383,619465.5801,5806176.4291,40.5396,2.21,0.05,-0.88,0.01,-1.0,-0.04,1
1759748968.585,130928.585,619465.5486,5806176.4349,40.5528,2.21,0.02,-0.88,-0.0,-1.0,-0.03,1
1759748968.789,130928.789,619465.5794,5806176.4513,40.544,2.19,0.04,-0.88,0.0,-1.0,-0.04,1
1759748969.006,130929.006,619465.565,5806176.4249,40.5334,2.22,0.03,-0.89,-0.0,-1.0,-0.03,1
1759748969.21,130929.210,619465.5423,5806176.4374,40.5314,2.21,0.01,-0.89,-0.01,-1.0,-0.03,1
1759748969.412,130929.412,619465.5989,5806176.4385,40.5422,2.2,0.05,-0.88,0.01,-1.0,-0.04,1
1759748969.616,130929.616,619465.5923,5806176.4334,40.5365,2.21,0.04,-0.88,0.0,-0.99,-0.04,1
1759748969.817,130929.817,619465.5661,5806176.4335,40.5338,2.21,0.01,-0.89,-0.01,-1.0,-0.04,1
1759748970.021,130930.021,619465.5683,5806176.4268,40.5293,2.22,-0.01,-0.89,-0.01,-1.0,-0.03,1
1759748970.224,130930.224,619465.5979,5806176.4538,40.5293,2.21,0.03,-0.9,-0.0,-0.99,-0.04,1
1759748970.443,130930.443,619465.6088,5806176.4539,40.5297,2.21,0.01,-0.9,-0.01,-1.0,-0.03,1
1759748970.647,130930.647,619465.7303,5806176.4015,40.515,2.23,0.05,-0.9,0.0,-1.0,-0.04,1
1759748970.85,130930.850,619465.7254,5806176.4061,40.5142,2.22,0.0,-0.91,-0.01,-1.0,-0.03,1
1759748971.053,130931.053,619465.8989,5806176.4126,40.535,2.23,0.05,-0.91,0.0,-1.0,-0.04,1
1759748971.254,130931.254,619465.9502,5806176.4002,40.5113,2.24,0.01,-0.93,-0.0,-1.0,-0.02,1
1759748971.456,130931.456,619466.0599,5806176.3738,40.5026,2.24,0.02,-0.92,-0.0,-1.0,-0.03,1
1759748971.659,130931.659,619466.0427,5806176.3437,40.5169,2.26,-0.07,-0.9,-0.03,-1.0,-0.01,1
1759748971.875,130931.875,619466.307,5806176.3352,40.5034,2.25,-0.0,-0.92,-0.01,-1.0,-0.03,1
1759748972.077,130932.077,619466.4235,5806176.3441,40.4628,2.27,0.02,-0.97,-0.0,-1.0,-0.03,1
1759748972.281,130932.281,619466.4465,5806176.3198,40.4673,2.28,-0.03,-0.95,-0.02,-1.0,-0.03,1
1759748972.483,130932.483,619466.5127,5806176.3348,40.4986,2.26,-0.15,-0.92,-0.07,-1.0,-0.01,1
1759748972.688,130932.688,619466.8197,5806176.2801,40.4989,2.29,0.09,-0.94,0.02,-1.0,-0.05,1
1759748972.891,130932.891,619466.9082,5806176.2771,40.4894,2.29,0.03,-0.94,-0.0,-1.0,-0.03,1
1759748973.095,130933.095,619467.033,5806176.2383,40.4814,2.3,-0.03,-0.94,-0.02,-1.0,-0.03,1
1759748973.311,130933.311,619467.4325,5806176.2011,40.5098,2.31,0.04,-0.93,0.0,-1.0,-0.04,1
1759748973.514,130933.514,619467.6256,5806176.2016,40.4968,2.31,0.01,-0.93,-0.01,-1.0,-0.03,1
1759748973.716,130933.716,619467.7379,5806176.2033,40.4821,2.3,0.02,-0.95,-0.01,-1.0,-0.05,1
1759748973.919,130933.919,619467.8759,5806176.1439,40.4773,2.32,0.03,-0.95,-0.01,-0.99,-0.04,1
1759748974.124,130934.124,619468.062,5806176.1064,40.4927,2.33,0.01,-0.94,-0.01,-1.0,-0.03,1
1759748974.326,130934.326,619468.2911,5806176.0993,40.5261,2.32,0.05,-0.9,0.01,-1.0,-0.04,1
1759748974.542,130934.542,619468.3596,5806176.1365,40.5273,2.33,-0.02,-0.91,-0.02,-1.0,-0.03,1
1759748974.542,130934.542,619468.3152,5806176.1227,40.4862,2.34,-0.03,-0.95,-0.02,-1.0,-0.03,1
1759748974.746,130934.746,619468.4339,5806176.0891,40.4432,2.36,-0.04,-0.98,-0.03,-1.0,-0.02,1
