1759749276.547,131436.547,619465.4043,5806177.2175,40.3795,5.22,0.21,-0.99,0.03,-1.0,-0.03,1
1759749276.752,131436.752,619465.3934,5806177.4549,40.3602,4.98,0.16,-1.0,0.03,-1.0,-0.02,1
1759749276.953,131436.953,619465.4871,5806177.2184,40.3399,5.2,0.3,-1.02,0.05,-1.0,-0.02,1
1759749277.156,131437.156,619465.5339,5806177.2503,40.3239,5.16,0.33,-1.04,0.06,-1.0,-0.04,1
1759749277.356,131437.356,619465.2793,5806177.0904,40.2638,5.36,0.12,-1.1,0.02,-1.0,-0.03,1
1759749277.571,131437.571,619465.6777,5806177.3371,40.3518,5.05,0.45,-1.01,0.08,-1.0,-0.04,1
1759749277.776,131437.776,619466.0265,5806177.2202,40.3542,5.1,0.82,-1.01,0.15,-0.99,-0.05,1
1759749277.979,131437.979,619465.2839,5806177.2436,40.3329,5.21,0.09,-1.04,0.01,-1.0,-0.02,1
1759749278.179,131438.179,619465.4205,5806177.343,40.3366,5.09,0.2,-1.03,0.04,-1.0,0.01,1
1759749278.383,131438.383,619465.977,5806176.921,40.2572,5.4,0.82,-1.1,0.15,-0.99,-0.01,1
1759749278.6,131438.600,619465.3002,5806177.1561,40.2861,5.29,0.11,-1.07,0.02,-1.0,-0.02,1
1759749278.803,131438.803,619465.3886,5806177.1296,40.3163,5.3,0.22,-1.04,0.03,-1.0,-0.03,1
1759749279.005,131439.005,619465.7174,5806177.3493,40.4011,5.03,0.47,-0.96,0.09,-1.0,-0.04,1
1759749279.21,131439.210,619465.8318,5806177.1846,40.4143,5.17,0.56,-0.97,0.1,-0.99,-0.04,1
1759749279.415,131439.415,619465.3362,5806177.2513,40.2971,5.19,0.13,-1.08,0.02,-1.0,-0.03,1
1759749279.618,131439.618,619464.8481,5806177.3226,40.3298,5.21,-0.41,-1.04,-0.07,-1.0,0.04,1
1759749279.82,131439.820,619464.3449,5806177.3989,40.301,5.21,-0.97,-1.07,-0.18,-0.98,-0.0,1
1759749280.022,131440.022,619465.1724,5806177.2204,40.323,5.26,-0.12,-1.06,-0.02,-1.0,0.02,1
1759749280.242,131440.242,619466.182,5806177.2272,40.4124,5.09,0.77,-0.97,0.14,-0.99,-0.05,1
1759749280.446,131440.446,619466.0446,5806177.1477,40.3977,5.19,0.57,-0.98,0.1,-0.99,-0.05,1
1759749280.649,131440.649,619466.2062,5806177.3241,40.4198,4.96,0.65,-0.96,0.12,-0.99,-0.05,1
1759749280.852,131440.852,619466.2784,5806176.9712,40.3616,5.3,0.63,-1.01,0.11,-0.99,-0.04,1
1759749281.054,131441.054,619465.7646,5806177.2008,40.398,5.19,0.06,-0.99,0.01,-1.0,-0.03,1
1759749281.257,131441.257,619466.2756,5806176.8808,40.3914,5.41,0.54,-0.99,0.09,-0.99,-0.05,1
1759749281.461,131441.461,619466.7745,5806177.0214,40.4547,5.16,0.8,-0.92,0.14,-0.99,-0.05,1
1759749281.663,131441.663,619466.4263,5806177.2279,40.4961,5.0,0.27,-0.88,0.05,-1.0,-0.04,1
1759749281.869,131441.869,619466.6448,5806177.0257,40.4173,5.19,0.53,-0.97,0.09,-0.99,-0.04,1
1759749282.075,131442.075,619466.2919,5806177.137,40.4854,5.15,0.02,-0.88,-0.0,-1.0,-0.03,1
1759749282.276,131442.276,619467.4933,5806177.049,40.5697,5.01,0.99,-0.81,-0.19,0.98,0.05,1
1759749282.483,131442.483,619467.3965,5806177.0097,40.6019,5.06,0.85,-0.79,-0.16,0.99,0.05,1
1759749282.701,131442.701,619467.0008,5806176.7627,40.525,5.36,0.08,-0.85,-0.01,1.0,0.03,1
1759749282.903,131442.903,619467.168,5806176.8434,40.5726,5.29,0.2,-0.82,-0.03,1.0,0.03,1
