1759744830.777,120030.777,619487.0762,5806174.6136,40.4695,0.02,0.06,-1.09,-0.0,1.0,0.05,1
1759744830.98,120030.980,619487.0762,5806174.6136,40.4695,0.02,0.06,-1.09,-0.0,1.0,0.05,1
1759744831.2,120031.200,619487.076,5806174.6148,40.4685,0.02,0.06,-1.09,-0.0,1.0,0.05,1
1759744831.401,120031.401,619487.0785,5806174.6113,40.4724,0.02,0.06,-1.08,-0.0,1.0,0.05,1
1759744831.603,120031.603,619487.0782,5806174.6122,40.4681,0.02,0.05,-1.09,-0.0,1.0,0.05,1
1759744831.806,120031.806,619487.0782,5806174.6122,40.4681,0.02,0.05,-1.09,-0.0,1.0,0.05,1
1759744832.01,120032.010,619487.0741,5806174.6124,40.4684,0.02,0.06,-1.09,-0.02,0.99,0.05,1
1759744832.212,120032.212,619487.0915,5806174.6087,40.4685,0.02,0.05,-1.09,-0.01,1.0,0.05,1
1759744832.416,120032.416,619487.0255,5806174.6065,40.485,0.02,0.06,-1.08,-0.0,1.0,0.06,1
1759744832.634,120032.634,619486.9994,5806174.6043,40.4832,0.02,0.06,-1.08,-0.01,0.99,0.05,1
1759744832.634,120032.634,619486.9942,5806174.6069,40.4882,0.02,0.06,-1.08,0.0,1.0,0.06,1
1759744832.836,120032.836,619486.9361,5806174.6028,40.4945,0.02,0.06,-1.08,-0.0,0.99,0.06,1
1759744833.041,120033.041,619486.9557,5806174.5884,40.5028,0.02,0.06,-1.08,-0.0,0.99,0.06,1
1759744833.242,120033.242,619486.94,5806174.6012,40.492,0.02,0.06,-1.08,0.0,1.0,0.06,1
1759744833.445,120033.445,619486.913,5806174.6046,40.4843,0.02,0.07,-1.07,0.0,1.0,0.06,1
1759744833.647,120033.647,619486.8761,5806174.6001,40.4859,0.02,0.07,-1.07,0.0,1.0,0.06,1
1759744833.865,120033.865,619486.8502,5806174.5961,40.4873,0.02,0.07,-1.07,0.0,1.0,0.06,1
1759744834.067,120034.067,619486.84,5806174.6037,40.487,0.02,0.07,-1.07,0.0,1.0,0.06,1
1759744834.269,120034.269,619486.8475,5806174.6055,40.4853,0.02,0.06,-1.07,-0.0,1.0,0.06,1
1759744834.469,120034.469,619486.8588,5806174.6088,40.485,0.02,0.06,-1.07,-0.0,1.0,0.06,1
1759744834.672,120034.672,619486.9184,5806174.6066,40.479,0.02,0.06,-1.08,-0.01,0.99,0.06,1
1759744834.888,120034.888,619486.9357,5806174.5907,40.4764,0.02,0.06,-1.08,-0.01,0.99,0.06,1
1759744835.091,120035.091,619486.8798,5806174.6123,40.4626,0.02,0.07,-1.07,-0.01,1.0,0.06,1
1759744835.291,120035.291,619486.8032,5806174.6031,40.4763,0.02,0.07,-1.07,-0.01,0.99,0.06,1
1759744835.493,120035.493,619486.7191,5806174.5937,40.482,0.02,0.07,-1.06,-0.0,1.0,0.06,1
1759744835.697,120035.697,619486.6137,5806174.595,40.4822,0.02,0.08,-1.05,-0.0,0.99,0.07,1
1759744835.915,120035.915,619486.4092,5806174.5901,40.4713,0.02,0.08,-1.05,-0.0,0.99,0.07,1
1759744836.118,120036.118,619486.2345,5806174.5938,40.5081,0.01,0.1,-1.03,0.0,0.99,0.09,1
1759744836.319,120036.319,619486.2613,5806174.5769,40.5123,0.02,0.09,-1.04,0.01,0.99,0.08,1
1759744836.522,120036.522,619486.2536,5806174.5705,40.4879,0.02,0.07,-1.05,0.01,0.99,0.06,1
1759744836.723,120036.723,619486.1866,5806174.5901,40.4878,0.02,0.07,-1.05,0.02,1.0,0.07,1
1759744836.927,120036.927,619486.1435,5806174.5944,40.4972,0.02,0.07,-1.05,0.01,1.0,0.07,1
1759744837.132,120037.132,619486.142,5806174.6127,40.4842,0.02,0.07,-1.05,0.01,1.0,0.06,1
1759744837.347,120037.347,619486.1846,5806174.6082,40.4768,0.02,0.06,-1.06,0.01,1.0,0.06,1
1759744837.549,120037.549,619486.2826,5806174.6139,40.4692,0.02,0.04,-1.06,0.01,1.0,0.04,1
1759744837.753,120037.753,619486.2502,5806174.5858,40.4726,0.02,0.02,-1.06,0.01,1.0,0.02,1
1759744837.957,120037.957,619486.2337,5806174.5811,40.4706,0.02,0.02,-1.06,0.02,1.0,0.01,1
1759744838.158,120038.158,619486.2972,5806174.606,40.4584,0.03,-0.01,-1.07,0.02,1.0,-0.01,1
